tweets,clean_tweets
"@infoperumnas Sejak 18 maret 2021 KPR sy sdh lunas di Perum Bumi Parung Panjang tp Sertipikat HGB sy sebagian belum juga diterima sampai sekarang,lama diproses &amp; sangat dipersulit.Dimana tanggung jawab dan itikad kalian sbg perusahaan BUMN terhadap Hak Konsumen? @LAPOR1708 @BPKN_RI @KemenBUMN",maret kpr sy sdh lunas perum bumi parung tp sertipikat hgb sy diterima diproses amp dipersulit dimana tanggung itikad sbg perusahaan bumn hak konsumen ri
"pakar kebijakan publik dari Harvard, Prof. Jay K. Roseng, mengungkapkan BUMN merupakan salah satu lokomotif perekonomian Indonesia. Terutama di segmen UMKM, Jay menyoroti peran PT Bank Rakyat Indonesia Tbk sebagai pemain utama yang mampu memberdayakan UMKM Indonesia
#BRIDukungG20",pakar kebijakan publik harvard prof jay k roseng bumn salah lokomotif perekonomian indonesia segmen umkm jay menyoroti peran pt bank rakyat indonesia tbk pemain utama memberdayakan umkm indonesia bridukungg
"@infoperumnas Sejak 18 maret 2021 KPR sy sdh lunas di Perum Bumi Parung Panjang tp Sertipikat HGB sy sebagian belum juga diterima sampai sekarang,lama diproses &amp; sangat dipersulit.Dimana tanggung jawab dan itikad kalian sbg perusahaan BUMN terhadap Hak Konsumen? @LAPOR1708 @BPKN_RI @KemenBUMN",maret kpr sy sdh lunas perum bumi parung tp sertipikat hgb sy diterima diproses amp dipersulit dimana tanggung itikad sbg perusahaan bumn hak konsumen ri
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"Biografi yang ditulis Jurnalis, Abdullah Sammy ini menceritakan perjuangan Bapak Erick Thohir sejak kecil hingga menjadi seorang Menteri BUMN. Dimana perjalanan tersebut membentuk pribadi yang pekerja keras, inovatif dan mampu memimpin perjalanan transformasi BUMN, termasuk PLN. https://t.co/q0uDLWo62V",biografi ditulis jurnalis abdullah sammy menceritakan perjuangan erick thohir menteri bumn dimana perjalanan membentuk pribadi pekerja keras inovatif memimpin perjalanan transformasi bumn pln
"@infoperumnas Sejak 18 maret 2021 KPR sy sdh lunas di Perum Bumi Parung Panjang tp Sertipikat HGB sy sebagian belum juga diterima sampai sekarang,lama diproses &amp; sangat dipersulit.Dimana tanggung jawab dan itikad kalian sbg perusahaan BUMN terhadap Hak Konsumen? @LAPOR1708 @BPKN_RI @KemenBUMN",maret kpr sy sdh lunas perum bumi parung tp sertipikat hgb sy diterima diproses amp dipersulit dimana tanggung itikad sbg perusahaan bumn hak konsumen ri
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/VKhZ7376nr",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/BNxVL58DU6",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
@teyeoxo @hahayy bumn! gas tawuran dibelakang warung mbah jamban 😎🤘📖,bumn gas tawuran dibelakang warung mbah jamban
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"Tepat di hari pahlawan, Menteri BUMN @erickthohir mengadakan peluncuran Buku ;
.
(Bukan) Kisah Sukses Erick Thohir,  Sebuah Biografi. Peluncuran buku ini bertempat di Hall B JCC Senayan, Kamis, 10 November 2022 16:30-18:00 WIB.
#BangkitBersamaET https://t.co/XO2WmUqPLW",pahlawan menteri bumn mengadakan peluncuran buku kisah sukses erick thohir biografi peluncuran buku bertempat hall b jcc senayan kamis november wib bangkitbersamaet
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/4i5ZRLwR7t",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Melalui kampanye #HidupGakCumaTentangHariIni, Bank BTN berhasil memborong tiga penghargaan untuk Perusahaan Tbk. yakni kategori Brand Identity, Creative Communication and Implementation, dan The Best CMO BUMN untuk Wakil Direktur Utama Bank BTN, Nixon L.P. Napitupulu. https://t.co/YRSBvCqYMi",kampanye hidupgakcumatentanghariini bank btn berhasil memborong penghargaan perusahaan tbk kategori brand identity creative communication and implementation the best cmo bumn wakil direktur utama bank btn nixon l p napitupulu
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/H5NNW6GBsg",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
"@OMANK39971969 @KaptenKikuk @msaid_didu jgn lupa si Elon gk mgkn lepas saham Tesla smpe 50% plus 1 krn dia psti ttp akn pegang  kuasa penuh atas Tesla. mas Melon akuisisi tweeter krn dia punya duit bkn dg modal hutang.
BUMN itu perush dg tugas bisnis oriented bkn penyalur zakat ato sedekah.",didu jgn lupa si elon gk mgkn lepas saham tesla smpe plus krn psti ttp akn pegang kuasa penuh tesla mas melon akuisisi tweeter krn duit bkn dg modal hutang bumn perush dg tugas bisnis oriented bkn penyalur zakat ato sedekah
"Bank BTN berhasil bawa pulang tiga penghargaan BUMN Branding &amp; Marketing Award (BBMA) 2022!

BUMN Track menggelar BUMN Branding &amp; Marketing Award (BBMA) 2022 yang diselenggarakan di The Sultan Hotel, Jakarta pada Rabu, 09 November 2022. https://t.co/9Wos1RnARV",bank btn berhasil bawa pulang penghargaan bumn branding amp marketing award bbma bumn track menggelar bumn branding amp marketing award bbma diselenggarakan the sultan hotel jakarta rabu november
"Perpaduan keunggulan layanan fisik secara langsung dan digital atau Phygital tersebut membawa BRI mengusung konsep hybrid bank. “Di BRI, bank BUMN terbesar dan berbasis pelanggan terbesar dapat memberikan layanan ke segmen yang unbankable. 
#BRIDukungG20",perpaduan keunggulan layanan fisik langsung digital phygital membawa bri mengusung konsep hybrid bank bri bank bumn terbesar berbasis pelanggan terbesar layanan segmen unbankable bridukungg
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mengajak dua mantan pesepakbola dunia, John Terrry dan Alessandro Nesta berkeliling dan memberikan penjelasan tentang barang-barang hasil kerajinan yang di jual di Sarinah. @erickthohir 
#BangkitBersamaET https://t.co/StIrgWsFdk",menteri badan usaha milik negara bumn erick thohir mengajak mantan pesepakbola dunia john terrry alessandro nesta berkeliling penjelasan barang barang hasil kerajinan jual sarinah bangkitbersamaet
"BUMN juga punya peranan besar dalam meningkatkan target 90% inklusi keuangan di Indonesia yang diusung Otoritas Jasa Keuangan (OJK) pada 2024.
#BRIDukungG20",bumn peranan meningkatkan target inklusi keuangan indonesia diusung otoritas jasa keuangan ojk bridukungg
"Menteri BUMN @erickthohir
Seolah jadi pemandu wisata buat dua legenda sepakbola dunia, John Terry dan Alessandro Nesta. Beliau ajak keduanya jalan2 di Sarinah, mereka  datang ke Jakarta untuk ajang eksibisi hadapi legenda2 sepakbola Indonesia.

#BangkitBersamaET https://t.co/APMjBG0F4l",menteri bumn pemandu wisata legenda sepakbola dunia john terry alessandro nesta beliau ajak jalan sarinah jakarta ajang eksibisi hadapi legenda sepakbola indonesia bangkitbersamaet
"Hal tersebut disampaikan Wakil Menteri BUMN RI Kartika Wirjoatmodjo dalam diskusi panel “Transformasi Ekonomi Melalui Digitalisasi” pada Trade Investment &amp; Industry Working Group (TIIWG) Road to G20: SOE International Conference di Bali pada Senin, 17 Oktober 2022.
#BRIDukungG20",wakil menteri bumn ri kartika wirjoatmodjo diskusi panel transformasi ekonomi digitalisasi trade investment amp industry working group tiiwg road to g soe international conference bali senin oktober bridukungg
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/A1RBvDbcER",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/jsC5ksvtlA",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
"Ketua Umum PAN, Zulkifli Hasan menyebut bahwa Indonesia membutuhkan sosok pemimpin seperti Erick Thohir dan siap memilihnya sebagai calon wakil presiden, lantaran Menteri BUMN Erick Thohir telah menghasilkan kerja nyata dan prestasi.

Cc.
@erickthohir 

#BangkitBersamaET https://t.co/tWqPPUGc4O",ketua pan zulkifli hasan menyebut indonesia membutuhkan sosok pemimpin erick thohir memilihnya calon wakil presiden lantaran menteri bumn erick thohir menghasilkan kerja nyata prestasi cc bangkitbersamaet
"Menteri BUMN Erick Thohir adalah sosok yg kompeten &amp; berprestasi, maka ga heran PUAN ( Perempuan Amanat Nasional ) mendukung beliau untuk menjadi Wapres 2024.

Keren nih emak2 PAN 👍👍🙏
#BangkitBersamaET https://t.co/XtvzoDUyPI",menteri bumn erick thohir sosok yg kompeten amp berprestasi ga heran puan perempuan amanat nasional mendukung beliau wapres keren nih emak pan bangkitbersamaet
"Menteri BUMN @erickthohir mengajak pemain sepakbola legendaris keliling Sarinah borong produk lokal.
Terbukti circle-nya Kak Erick Thohir ngga kaleng2. Mantap khan👍❤️
#BangkitBersamaET https://t.co/kGqYRrCwlP",menteri bumn mengajak pemain sepakbola legendaris keliling sarinah borong produk lokal terbukti circle nya kak erick thohir ngga kaleng mantap khan bangkitbersamaet
"Menteri BUMN @erickthohir mengajak duo pesepakbola legendaris yang berposisi sebagai defender, John Terry dan Alessandro Nesta berkeliling Gedung Sarinah
Terbukti Kak Erick Thohir tokoh olahraga global yg kredibel bisa jadi pemimpin Indonesia 2024 minimal Wapres
#BangkitBersamaET https://t.co/LDZlGgOsMM",menteri bumn mengajak duo pesepakbola legendaris berposisi defender john terry alessandro nesta berkeliling gedung sarinah terbukti kak erick thohir tokoh olahraga global yg kredibel pemimpin indonesia minimal wapres bangkitbersamaet
"Rakernas PUAN mengusulkan PAN untuk mengusung Menteri BUMN Erick Thohir sebagai cawapres di Pemilu 2024.
Banyak kader PAN yg sudah sangat terdengar adanya suara dukungan kepada Erick Thohir maju mendampingi Ketum PAN Zulkifli Hasan untuk menangkan Pilpres 2024.
#BangkitBersamaET https://t.co/YEjKPF5g5x",rakernas puan mengusulkan pan mengusung menteri bumn erick thohir cawapres pemilu kader pan yg terdengar suara dukungan erick thohir maju mendampingi ketum pan zulkifli hasan menangkan pilpres bangkitbersamaet
"@RahimiNaali @pramukhtiko @Relawananies @ArabBara2 @bd_baskoro @lLoveAllah3l3_ @m4B4qNNjN5r4BVt @alisyarief @abu_waras @aniesbaswedan @NediSetiadi @Utiah_Mak @joko_diy @demokrat_jakpus Kerennn.
BUMN terang2an nipu masyarakat.",baskoro waras mak diy jakpus kerennn bumn terang an nipu masyarakat
"Erick Thohir buktikan BUMN bangun kolaborasi dan bertransformasi
#erickthohir #transformasibumn #ptposindonesia #kerjanyata #indonesiamaju #indonesiamerdeka #bumnuntuknegeri #bumnuntukindonesia #bumn #erickthohirsolusirakyat #selamathariayah #HariAyah https://t.co/y1CfWDKwwK",erick thohir buktikan bumn bangun kolaborasi bertransformasi erickthohir transformasibumn ptposindonesia kerjanyata indonesiamaju indonesiamerdeka bumnuntuknegeri bumnuntukindonesia bumn erickthohirsolusirakyat selamathariayah hariayah
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"Menteri BUMN @erickthohir 
memastikan kesiapan BUMN dalam menyukseskan perhelatan KTT G20. Hal ini juga telah dilaporkan Erick kepada Presiden @jokowi soal kesiapan BUMN saat kunjungan di Bali.

#BangkitBersamaET https://t.co/4IWanykDXK",menteri bumn kesiapan bumn menyukseskan perhelatan ktt g dilaporkan erick presiden kesiapan bumn kunjungan bali bangkitbersamaet
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA.",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/g43IGNKOVK",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
"@msaid_didu SAKIT HATI KADRUN SI @msaid_didu GARA2 DIPECAT DARI SEKJEN BUMN DAN KOMUT2 DI BUMN, BIKIN SI TUA BANGKE BERONANI TANPA EJAKULASI DUA PERIODE. LU NGACA, ANJG !.",didu sakit hati kadrun si didu gara dipecat sekjen bumn komut bumn bikin si tua bangke beronani ejakulasi periode lu ngaca anjg
"#BRIDukungG20 

lebih baik lagi kalau kita bisa menekan inflasi dan tetap menumbuhkan perekonomian kita sehingga tidak terjadi stagflasi dan tidak terjadi tambahan unemployment,” jelas Sunarso.

✅ Holding Ultra Mikro yang menjadi salah satu inisiatif Kementerian BUMN dalam",bridukungg menekan inflasi menumbuhkan perekonomian stagflasi tambahan unemployment sunarso holding ultra mikro salah inisiatif kementerian bumn
"Menteri BUMN @erickthohir
menyambut baik kerjasama PT Pos Indonesia (Persero) dengan Microsoft Indonesia. Kerjasama keduanya ditandai dengan penandatangan MoU kedua entitas tersebut.

#BangkitBersamaET https://t.co/xJUgOqm1DO",menteri bumn menyambut kerjasama pt pos indonesia persero microsoft indonesia kerjasama ditandai penandatangan mou entitas bangkitbersamaet
Menteri BUMN Erick Thohir memastikan bahwa BUMN siap mendukung serta menyukseskan gelaran KTT G20. #BUMNDukungG20 https://t.co/ZYOBn5cyUP,menteri bumn erick thohir bumn mendukung menyukseskan gelaran ktt g bumndukungg
"Menteri BUMN Erick Thohir mengajak dua mantan pesepakbola dunia, John Terry dan Alessandro Nesta berkeliling Sarinah.

Mantap Pak @erickthohir 👍👍

#BangkitBersamaET https://t.co/7XrEQ9VH09",menteri bumn erick thohir mengajak mantan pesepakbola dunia john terry alessandro nesta berkeliling sarinah mantap bangkitbersamaet
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
@msaid_didu Apakah kamu merasa sanggup mengelola BUMN WAHAI MANUSIA PECATAN DAN SAMPAH,didu sanggup mengelola bumn manusia pecatan sampah
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/7C6saub48U",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
Menteri BUMN Erick Thohir memastikan bahwa BUMN siap mendukung serta menyukseskan gelaran KTT G20. #BUMNDukungG20 https://t.co/Ds9THj1z5u,menteri bumn erick thohir bumn mendukung menyukseskan gelaran ktt g bumndukungg
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/lu7bq8OYY5",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
"#BRIDukungG20 

program-program yang berdampak langsung pada peningkatan kualitas hidup masyarakat Indonesia.

“Peran BUMN sebagai agen pembangunan di masyarakat akan berjalan seiring dengan transformasi BUMN.

Kita percaya dengan dua prioritas tersebut, BUMN dapat lebih",bridukungg program program berdampak langsung peningkatan kualitas hidup masyarakat indonesia peran bumn agen pembangunan masyarakat berjalan seiring transformasi bumn percaya prioritas bumn
Menteri BUMN Erick Thohir memastikan bahwa BUMN siap mendukung serta menyukseskan gelaran KTT G20. #BUMNDukungG20 https://t.co/TCm4pRhZwU,menteri bumn erick thohir bumn mendukung menyukseskan gelaran ktt g bumndukungg
"#BRIDukungG20 

kami menginisiasi beberapa program seperti pembiayaan ultra mikro serta menyelesaikan Proyek Strategis Nasional lainnya untuk menciptakan jutaan lapangan kerja bagi masyarakat,” ujar @erickthohir

✅ Erick Thohir menjelaskan bahwa kedepan BUMN akan terus melakukan",bridukungg menginisiasi program pembiayaan ultra mikro menyelesaikan proyek strategis nasional menciptakan jutaan lapangan kerja masyarakat erick thohir kedepan bumn
"@erickthohir  :
milenial BUMN harus menjadi Pahlawan BUMN dengan menerapkan Core Value Akhlak (Amanah, Kompeten, Harmoni, Loyal, Adaptif dan Kolaboratif). 

#BangkitBersamaET https://t.co/qmt1mMM0ta",milenial bumn pahlawan bumn menerapkan core value akhlak amanah kompeten harmoni loyal adaptif kolaboratif bangkitbersamaet
"@msaid_didu SAKIT HATI KADRUN SI @msaid_didu GARA2 DIPECAT DARI SEKJEN BUMN DAN KOMUT2 DI BUMN, BIKIN SI TUA BANGKE BERONANI TANPA EJAKULASI DUA PERIODE. TAKDIR !.",didu sakit hati kadrun si didu gara dipecat sekjen bumn komut bumn bikin si tua bangke beronani ejakulasi periode takdir
Menteri BUMN Erick Thohir memastikan bahwa BUMN siap mendukung serta menyukseskan gelaran KTT G20. #BUMNDukungG20 https://t.co/m2bZlS05BB,menteri bumn erick thohir bumn mendukung menyukseskan gelaran ktt g bumndukungg
"#BRIDukungG20 

✅Dalam sambutannya, Menteri  @erickthohir mengungkapkan bahwa BUMN didorong untuk terus bertransformasi dan disaat bersamaan menciptakan value bagi masyarakat serta menjalankan peran menjadi agen pembangunan.

“Salah satu upaya menjalankan peran agen pembangunan,",bridukungg sambutannya menteri bumn didorong bertransformasi disaat bersamaan menciptakan value masyarakat menjalankan peran agen pembangunan salah upaya menjalankan peran agen pembangunan
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
Menteri BUMN Erick Thohir memastikan bahwa BUMN siap mendukung serta menyukseskan gelaran KTT G20. #BUMNDukungG20 https://t.co/nr1kSkkS7l,menteri bumn erick thohir bumn mendukung menyukseskan gelaran ktt g bumndukungg
"@liliazoldyk @worksfess sedih  bngt , gw jg gtu kmaren mau apply disalahsatu bumn tpi gw dari pts pdhal disisi lain gw setaun magang di bumn itu tpi pengalaman magang aja ga cukup wkwk kudu dri ptn dlu wkwk sedih si",sedih bngt gw jg gtu kmaren apply disalahsatu bumn tpi gw pts pdhal disisi gw setaun magang bumn tpi pengalaman magang aja ga wkwk kudu dri ptn dlu wkwk sedih si
"#BRIDukungG20 

☀️ Menteri BUMN Erick Thohir mengungkapkan peran perusahaan BUMN untuk terus menjadi lokomotif agen pembangunan dengan tujuan menciptakan jutaan lapangan kerja.

Hal tersebut disampaikan @erickthohir pada pembukaan SOE International Conference, Bali (17/10/2022) https://t.co/yD9ubS999I",bridukungg menteri bumn erick thohir peran perusahaan bumn lokomotif agen pembangunan tujuan menciptakan jutaan lapangan kerja pembukaan soe international conference bali
Menteri BUMN Erick Thohir memastikan bahwa BUMN siap mendukung serta menyukseskan gelaran KTT G20. #BUMNDukungG20 https://t.co/Mq8WueZOQi,menteri bumn erick thohir bumn mendukung menyukseskan gelaran ktt g bumndukungg
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/x9pM6Qux4l",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/esCDfcdx9Q",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
@MardiSiswoyo15 @msaid_didu Selama mnjabat di kementrian bumn dia lupa klo ga pernah berbuat apa2 kcuali hya ngutip pruhsaan bumn dan bagi2 kue,didu mnjabat kementrian bumn lupa klo ga berbuat kcuali hya ngutip pruhsaan bumn kue
"Halo Sobat BUMN, Perhutani lakukan panen tebu perdana di kawasan hutan Perum Perhutani seluas 387 Ha dengan potensi tebu giling sebesar 30.000 ton, di Kesatuan Pemangkuan Hutan (KPH) Jombang, sebagai langkah peningkatan ketahanan pangan nasional. 

#AgroforestryTebuMandiri https://t.co/zPr7WAD9CF",halo sobat bumn perhutani lakukan panen tebu perdana kawasan hutan perum perhutani seluas ha potensi tebu giling ton kesatuan pemangkuan hutan kph jombang langkah peningkatan ketahanan pangan nasional agroforestrytebumandiri
Menteri BUMN Erick Thohir memastikan bahwa BUMN siap mendukung serta menyukseskan gelaran KTT G20. #BUMNDukungG20 https://t.co/d2XzLeXnW2,menteri bumn erick thohir bumn mendukung menyukseskan gelaran ktt g bumndukungg
"Udah lama gk Ketemu Bos BUMN, 

Qta harus banyak belajar kepada beliau agar bisa sukses ... https://t.co/oKyzeha5ds",udah gk ketemu bos bumn qta belajar beliau sukses
"Halo Sobat BUMN, Perhutani lakukan panen tebu perdana di kawasan hutan Perum Perhutani seluas 387 Ha dengan potensi tebu giling sebesar 30.000 ton, di Kesatuan Pemangkuan Hutan (KPH) Jombang, sebagai langkah peningkatan ketahanan pangan nasional. 

#AgroforestryTebuMandiri https://t.co/77VufGCdVH",halo sobat bumn perhutani lakukan panen tebu perdana kawasan hutan perum perhutani seluas ha potensi tebu giling ton kesatuan pemangkuan hutan kph jombang langkah peningkatan ketahanan pangan nasional agroforestrytebumandiri
"@telaga_embun @Tanto19 @AhmadJa13045878 @msaid_didu Engga ah. Kita punya otak masing2 kok. Mengenai Pertanahan &amp; proyek2 yg jokowi gadaikan itu banyak. Obligasi2 sdh ludes, Jokowi menyewakan lahan &amp; proyek sdh sampai maksimal ada yg 160 tahun di sewakan nya. itu sih sama sj dijual. Begitu juga perusahan negara (BUMN) pd Bangkrut",embun didu engga ah otak pertanahan amp proyek yg jokowi gadaikan obligasi sdh ludes jokowi menyewakan lahan amp proyek sdh maksimal yg sewakan nya sih sj dijual perusahan negara bumn pd bangkrut
Menteri BUMN Erick Thohir memastikan bahwa BUMN siap mendukung serta menyukseskan gelaran KTT G20. #BUMNDukungG20 https://t.co/7Obhz5FwTg,menteri bumn erick thohir bumn mendukung menyukseskan gelaran ktt g bumndukungg
"@erickthohir menyatakan, penghargaan yang diterimanya  bukan hanya didasari atas kerja satu orang, melainkan tim. Kerja semua insan BUMN yang secara bersama-sama, bersinergi dan berkontribusi terhadap negara.#BangkitBersamaET https://t.co/uHFKBZoBWk",penghargaan diterimanya didasari kerja orang tim kerja insan bumn bersinergi berkontribusi negara bangkitbersamaet
"Keberhasilan @erickthohir mengorkestrasi program-program CSR di BUMN, sehingga berkontribusi pada masyarakat luas, khususnya terkait pemulihan ekonomi di 2022.
Menteri BUMN @erickthohir Harapan Baru Indonesia
#BangkitBersamaET https://t.co/ldMfvoIHuZ",keberhasilan mengorkestrasi program program csr bumn berkontribusi masyarakat luas terkait pemulihan ekonomi menteri bumn harapan indonesia bangkitbersamaet
"Dalam menyukseskan KTT G20. BUMN,  mendapat tiga peran penting selama KTT G20 yang meliputi logistik dan infrastruktur, komunikasi dan media, serta asistensi dan kemitraan @erickthohir #BangkitBersamaET https://t.co/d7JAbgvOat",menyukseskan ktt g bumn peran ktt g meliputi logistik infrastruktur komunikasi media asistensi kemitraan bangkitbersamaet
Menteri Badan Usaha Milik Negara  @erickthohir memastikan kesiapan BUMN dalam menyukseskan perhelatan KTT G20. Erick juga telah menyampaikan laporan kesiapan BUMN kepada Presiden Joko Widodo.#BangkitBersamaET https://t.co/Ni9ejtZy9i,menteri badan usaha milik negara kesiapan bumn menyukseskan perhelatan ktt g erick laporan kesiapan bumn presiden joko widodo bangkitbersamaet
Menteri BUMN Erick Thohir memastikan bahwa BUMN siap mendukung serta menyukseskan gelaran KTT G20. #BUMNDukungG20 https://t.co/VPEUdsqDPv,menteri bumn erick thohir bumn mendukung menyukseskan gelaran ktt g bumndukungg
"@Dennysiregar7 Kedunguan @Dennysiregar7  itu udah gk diragukan lagi. Otaknya udah karatan. Mobil Esemka, kreta cepat Bdg-Jkt, BUMN yg rugi terus dan dijual  , kasus korupsi dsn ngutang yg menggunung adalah kebanggaan dia😆🤣😂",kedunguan udah gk diragukan otaknya udah karatan mobil esemka kreta cepat bdg jkt bumn yg rugi dijual korupsi dsn ngutang yg menggunung kebanggaan
