tweets,clean_tweets
"@opinibapak @txtdrberseragam Bener setau ane kalo mau hibah ke negara, baik perusahaan atau apalah, biasanya bentuknya barang bukan dana contoh  salah satu bumn hibahin 32 unit motor patroli ke kmenlhk,buat patroli polhut, jarang sih denger hibab pake dana segar.",bener setau ane kalo hibah negara perusahaan apalah bentuknya barang dana contoh salah bumn hibahin unit motor patroli kmenlhk patroli polhut jarang sih denger hibab pake dana segar
"Menteri BUMN Erick Thohir gencar promosikan hasil karya anak bangsa.  Beliau NKRI sejati 
#BangkitBersamaET https://t.co/N3BufPg3Kj",menteri bumn erick thohir gencar promosikan hasil karya anak bangsa beliau nkri sejati bangkitbersamaet
"Menteri BUMN Erick Thohir mengatakan bahwa program bakti BUMN untuk Guru adalah bentuk keberpihakan BUMN terhadap dunia pendidikan Indonesia
@erickthohir 
#BangkitBersamaET https://t.co/7SUo8tXHHB",menteri bumn erick thohir program bakti bumn guru bentuk keberpihakan bumn dunia pendidikan indonesia bangkitbersamaet
"@msaid_didu Pantesan aja dulu BUMN pada rugi la wong di pimpin orang kek gini, otak sampah kadrun kadrun",didu pantesan aja bumn rugi la pimpin orang kek gini otak sampah kadrun kadrun
@CPNS_BUMN Waah thankyou kak infonyaa 🙏,bumn waah thankyou kak infonyaa
@ishastayc @selfolconvo BUMN GW,bumn gw
Anda dipecat karna tdk punya Intrgtitas !!..Diduga Trima gratifikasi saat jadi Sek Bumn dan Merpati Airlines Bangkrut !!.. https://t.co/FUDJwmWK0T,dipecat karna tdk intrgtitas diduga trima gratifikasi sek bumn merpati airlines bangkrut
@msaid_didu @KPK_RI Sekretaris BUMN yg gagal adalah @msaid_didu  makanya dipecat krn semua BUMN dibuatnya tumpur,didu ri sekretaris bumn yg gagal didu dipecat krn bumn tumpur
"@YRadianto @msaid_didu Astagfitullah...@msaid_didu segini kualitas bekas pejabat tinggi @KemenBUMN ??? Pantesan jaman dia BUMN pada ancurrrr !!!
Tolong lah pak @erickthohir dan jajaran pejabat @KemenBUMN kalo ada memorabilia orang ini di Kantor BUMN agar dibuang saja ke tong sampah !!! 😡😡😡😡😡",didu astagfitullah didu segini kualitas bekas pejabat pantesan jaman bumn ancurrrr tolong jajaran pejabat kalo memorabilia orang kantor bumn dibuang tong sampah
TEMPLATE BUMN SEBEL JUGA https://t.co/KEcADwqMGu,template bumn sebel
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"@aniblogsan6 @tio_yudhis @daftarbaru3x @jakpost Saya sebenarnya setuju dengan visinya pak Habibie. Tapi agak ngganjel juga kalau dilihat fakta beliau 20tahun jadi menristek di orde baru tapi ga laris juga pesawat nya
Dan scr logika, dulu semua BUMN akan sangat tunduk sama Suharto. Tapi kenapa merpati dll masih import ya",yudhis setuju visinya habibie ngganjel fakta beliau menristek orde ga laris pesawat nya scr logika bumn tunduk suharto merpati dll import ya
"BUMN menjadi lokomotif dan penghubug antara pemerintah melalui BUMN ,swasta dan UMKM. POS Indonesia membangun kerjasama dengan perusahaan teknologi Microsoft. Mas @erickthohir membuktikan bahwa BUMN harus berkolaburasi dan bertransformasi
#BangkitBersamaET https://t.co/SL2U3YjTs2",bumn lokomotif penghubug pemerintah bumn swasta umkm pos indonesia membangun kerjasama perusahaan teknologi microsoft mas membuktikan bumn berkolaburasi bertransformasi bangkitbersamaet
"Sebagai Agent of Development, BRI tidak hanya berkomitmen menciptakan economic value, tetapi juga social value. Melalui pemberdayaan UMKM, BRI terus berupaya mendorong UMKM naik kelas diantaranya dengan program Rumah BUMN, Link UMKM, Pengusaha Muda Brilian, dll.
#BRIDukungG20",agent of development bri berkomitmen menciptakan economic value social value pemberdayaan umkm bri berupaya mendorong umkm kelas program rumah bumn link umkm pengusaha muda brilian dll bridukungg
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/m1ohG9cBKq",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/LpbktwIO82",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
"Pimpin transformasi digital, Dirut PLN jadi pemimpin BUMN terpopuler di medsos via @radiomercury96 https://t.co/6LmRDhCzuU",pimpin transformasi digital dirut pln pemimpin bumn terpopuler medsos via
"@liliazoldyk @worksfess wah ini gue juga pernah denger. katanya ada salah satu BUMN besar yang ngelakuin itu karena petingginya pengen supaya nama almamaternya terangkat, jadi yang diterima disana diutamakan dari PTN tertentu. PTN lain pun agak susah tembus.",gue denger salah bumn ngelakuin petingginya pengen nama almamaternya terangkat diterima disana diutamakan ptn ptn susah tembus
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/XKOwhxOltC",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/Q3HFLW9Kjj",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
@day6confess Kaya logo bumn,kaya logo bumn
@restyca_yah @kangdede78 Komisari BUMN @kangdede78 enakan Ncis apa enakan Waria/Bencong?,yah komisari bumn enakan ncis enakan waria bencong
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"Hadir sebagai tamu undangan beberapa unsur penegak hukum di Kabupaten Tojo Una-una yaitu Kapolres, Kajari, Kepala BNN, Perwira Penghubung, juga partner BUMN yaitu BSI unit Ampana dan Bank Mandiri. https://t.co/Ra9jhcvWRI",hadir tamu undangan unsur penegak hukum kabupaten tojo una una kapolres kajari kepala bnn perwira penghubung partner bumn bsi unit ampana bank mandiri
"Menteri BUMN Erick Thohir yakin Indonesia tahan terhadap ancaman krisis dan ekonominya akan terus tumbuh meski situasi global penuh tantangan, karena Indonesia punya dua kekuatan yaitu Sumber daya alam dan market yang besar .

@erickthohir 
#BangkitBersamaET https://t.co/o6JWFk9wzT",menteri bumn erick thohir indonesia tahan ancaman krisis ekonominya tumbuh situasi global penuh tantangan indonesia kekuatan sumber daya alam market bangkitbersamaet
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/B2WofrCgQu",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/6nRFxRhxAp",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
"@collegemenfess pengen kerja di bumn/di bank, buka usaha sendiri",pengen kerja bumn bank buka usaha
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"Bali – Masifnya digitalisasi menjadi batu loncatan bagi Indonesia untuk mewujudkan akses layanan keuangan bagi seluruh lapisan masyarakat, BUMN pun merespon peluang tersebut dengan melakukan transformasi digital sebagai upaya menciptakan sumber pertumbuhan bisnis.
#BRIDukungG20",bali masifnya digitalisasi batu loncatan indonesia mewujudkan akses layanan keuangan lapisan masyarakat bumn merespon peluang transformasi digital upaya menciptakan sumber pertumbuhan bisnis bridukungg
"@infoperumnas Sejak 18 maret 2021 KPR sy sdh lunas di Perum Bumi ParungPanjang tp Sertipikat HGB sy sebagian belum juga diterima sampai sekarang,lama diproses &amp; sangat dipersulit.Dimana tanggung jawab dan itikad kalian sbg perusahaan BUMN terhadap Hak Konsumen?@LAPOR1708 @BPKN_RI https://t.co/VdLNb5fxGQ",maret kpr sy sdh lunas perum bumi parungpanjang tp sertipikat hgb sy diterima diproses amp dipersulit dimana tanggung itikad sbg perusahaan bumn hak konsumen ri
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/y7WgwH75aT",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/Kxi6iHPZxi",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
"Erick Thohir buktikan guru sebagai Pahlawan Bangsa dengan program Bakti BUMN untuk Guru sebagai bukti keberpihakan BUMN terhadap dunia pendidikan Indonesia dan guru sebagai pahlawan Bangsa harus memiliki tanda jasa. 

@erickthohir 
#BangkitBersamaET https://t.co/fwlfYWQad7",erick thohir buktikan guru pahlawan bangsa program bakti bumn guru bukti keberpihakan bumn dunia pendidikan indonesia guru pahlawan bangsa memiliki tanda jasa bangkitbersamaet
"@worksfess Cari internship di KAP aja sih atau di BUMN, Consulting jga bisa",cari internship kap aja sih bumn consulting jga
@thejypnews @day6official Kaya logo2 BUMN deh 🙂,kaya logo bumn deh
"Bank Rakyat Indonesia (BRI) menjadi salah satu bagian dari perusahaan BUMN yang memiliki peran sebagai pemain utama yang mampu memberdayakan UMKM Indonesia.
#BRIDukungG20",bank rakyat indonesia bri salah perusahaan bumn memiliki peran pemain utama memberdayakan umkm indonesia bridukungg
"UMKM adalah salah satu sektor yang berperan penting dalam perekonomian Indonesia. Diperlukan dukungan berbagai pihak untuk dapat mengoptimalisasi UMKM, salah satunya perusahaan BUMN.  BUMN adalah salah satu lokomotif perekonomian indonesia
#BRIDukungG20 
https://t.co/YJ7OqF36HV",umkm salah sektor berperan perekonomian indonesia dukungan mengoptimalisasi umkm salah satunya perusahaan bumn bumn salah lokomotif perekonomian indonesia bridukungg
"Erick Thohir buktikan BUMN bangun kolaborasi serta bertransformasi dengan menjadi lokomotif dalam membangun kebersamaan menjaga pertumbuhan ekonomi Indonesia bekerjasama dengan swasta dan UMKM. 

@erickthohir 
#BangkitBersamaET https://t.co/boAzHtHbSi",erick thohir buktikan bumn bangun kolaborasi bertransformasi lokomotif membangun kebersamaan menjaga pertumbuhan ekonomi indonesia bekerjasama swasta umkm bangkitbersamaet
BUMN PT PANN Pembiayaan Maritim Buka Kesempatan Karier untuk Posisi Business Officer https://t.co/TejLllTV3J,bumn pt pann pembiayaan maritim buka kesempatan karier posisi business officer
"@msaid_didu Wah gk paham ni orng padahal dlu prnh di BUMN,
Tapi gara""otaknya kebungkus sama cawet makanya jadi oon",didu gk paham ni orng dlu prnh bumn gara otaknya kebungkus cawet oon
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/MEeMLQb52h",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/4pCS8Lh7De",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
@dwsalsabila @bellahmwn_ @dimasbaztian @zenirhmtllh bener bgtt jaman pensi dulu ada kakel yg ortunya petinggi di bumn satset satset langsung cair uangnya 😭😭,bener bgtt jaman pensi kakel yg ortunya petinggi bumn satset satset langsung cair uangnya
"@infoperumnas Sejak 18 maret 2021 KPR sy sdh lunas di Perum Bumi Parung Panjang tp Sertipikat HGB sy sebagian belum juga diterima sampai sekarang,lama diproses &amp; sangat dipersulit.Dimana tanggung jawab dan itikad kalian sbg perusahaan BUMN terhadap Hak Konsumen? @LAPOR1708 @BPKN_RI @KemenBUMN",maret kpr sy sdh lunas perum bumi parung tp sertipikat hgb sy diterima diproses amp dipersulit dimana tanggung itikad sbg perusahaan bumn hak konsumen ri
"@JulBayur3 Bgni sih,esemka itu murni swasta bkn projek pemerintah,bkn bumn,bkan projek strategis nasional,bukan dimodali negara tp murni usaha swasta nasional,spt halnya merk barang rumah tangga/elektronik maspion,sbnarnya simple spt itu.",bgni sih esemka murni swasta bkn projek pemerintah bkn bumn bkan projek strategis nasional dimodali negara tp murni usaha swasta nasional spt halnya merk barang rumah tangga elektronik maspion sbnarnya simple spt
"Program bakti BUMN yg dibentuk oleh Menteri @erickthohir, salah satunya adalah kegiatan pelatihan profesi guru yg merupakan bentuk keberpihakan BUMN terhadap dunia pendidikan.

#BangkitBersamaET https://t.co/5GowMChTZX",program bakti bumn yg dibentuk menteri salah satunya kegiatan pelatihan profesi guru yg bentuk keberpihakan bumn dunia pendidikan bangkitbersamaet
"Menteri @erickthohir mengajak anak milenial Indonesia menjadi agent of change di perusahaan BUMN dgn menerapkan Core Value AKHLAK.

#BangkitBersamaET https://t.co/5LErneIVtS",menteri mengajak anak milenial indonesia agent of change perusahaan bumn dgn menerapkan core value akhlak bangkitbersamaet
@msaid_didu Calon Menteri BUMN 2024 Kabinet Anies,didu calon menteri bumn kabinet anies
"Menteri @erickthohir menyampaikan bahwa BUMN akan selslau bersinergi dan berkolaborasi dgn kementrian lain agar KTT G20 bisa berjalan secara optimal.

#BangkitBersamaET https://t.co/memPWRyzVQ",menteri bumn selslau bersinergi berkolaborasi dgn kementrian ktt g berjalan optimal bangkitbersamaet
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mendorong Bakti BUMN memiliki dampak konkret bagi masyarakat melalui program tanggung jawab sosial dan lingkungan fokus pada tiga sektor utama yakni pendidikan, lingkungan, dan UMKM.
#SROI2BersamaSUCOFINDO https://t.co/jXcW2M4q3x",menteri badan usaha milik negara bumn erick thohir mendorong bakti bumn memiliki dampak konkret masyarakat program tanggung sosial lingkungan fokus sektor utama pendidikan lingkungan umkm sroi bersamasucofindo
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mendorong Bakti BUMN memiliki dampak konkret bagi masyarakat melalui program tanggung jawab sosial dan lingkungan fokus pada tiga sektor utama yakni pendidikan, lingkungan, dan UMKM.
#SROI2BersamaSUCOFINDO https://t.co/dD7kKt4D16",menteri badan usaha milik negara bumn erick thohir mendorong bakti bumn memiliki dampak konkret masyarakat program tanggung sosial lingkungan fokus sektor utama pendidikan lingkungan umkm sroi bersamasucofindo
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mendorong Bakti BUMN memiliki dampak konkret bagi masyarakat melalui program tanggung jawab sosial dan lingkungan fokus pada tiga sektor utama yakni pendidikan, lingkungan, dan UMKM.
#SROI2BersamaSUCOFINDO https://t.co/YXMO6A6AMu",menteri badan usaha milik negara bumn erick thohir mendorong bakti bumn memiliki dampak konkret masyarakat program tanggung sosial lingkungan fokus sektor utama pendidikan lingkungan umkm sroi bersamasucofindo
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mendorong Bakti BUMN memiliki dampak konkret bagi masyarakat melalui program tanggung jawab sosial dan lingkungan fokus pada tiga sektor utama yakni pendidikan, lingkungan, dan UMKM.
#SROI2BersamaSUCOFINDO https://t.co/QJTvDGvdD3",menteri badan usaha milik negara bumn erick thohir mendorong bakti bumn memiliki dampak konkret masyarakat program tanggung sosial lingkungan fokus sektor utama pendidikan lingkungan umkm sroi bersamasucofindo
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mendorong Bakti BUMN memiliki dampak konkret bagi masyarakat melalui program tanggung jawab sosial dan lingkungan fokus pada tiga sektor utama yakni pendidikan, lingkungan, dan UMKM.
#SROI2BersamaSUCOFINDO https://t.co/8GLVXKkW4G",menteri badan usaha milik negara bumn erick thohir mendorong bakti bumn memiliki dampak konkret masyarakat program tanggung sosial lingkungan fokus sektor utama pendidikan lingkungan umkm sroi bersamasucofindo
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mendorong Bakti BUMN memiliki dampak konkret bagi masyarakat melalui program tanggung jawab sosial dan lingkungan fokus pada tiga sektor utama yakni pendidikan, lingkungan, dan UMKM.
#SROI2BersamaSUCOFINDO https://t.co/cTV7Zl1TeP",menteri badan usaha milik negara bumn erick thohir mendorong bakti bumn memiliki dampak konkret masyarakat program tanggung sosial lingkungan fokus sektor utama pendidikan lingkungan umkm sroi bersamasucofindo
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mendorong Bakti BUMN memiliki dampak konkret bagi masyarakat melalui program tanggung jawab sosial dan lingkungan fokus pada tiga sektor utama yakni pendidikan, lingkungan, dan UMKM.
#SROI2BersamaSUCOFINDO https://t.co/W1XZJ9UbCX",menteri badan usaha milik negara bumn erick thohir mendorong bakti bumn memiliki dampak konkret masyarakat program tanggung sosial lingkungan fokus sektor utama pendidikan lingkungan umkm sroi bersamasucofindo
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mendorong Bakti BUMN memiliki dampak konkret bagi masyarakat melalui program tanggung jawab sosial dan lingkungan fokus pada tiga sektor utama yakni pendidikan, lingkungan, dan UMKM.
#SROI2BersamaSUCOFINDO https://t.co/bad8BpQ5j9",menteri badan usaha milik negara bumn erick thohir mendorong bakti bumn memiliki dampak konkret masyarakat program tanggung sosial lingkungan fokus sektor utama pendidikan lingkungan umkm sroi bersamasucofindo
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mendorong Bakti BUMN memiliki dampak konkret bagi masyarakat melalui program tanggung jawab sosial dan lingkungan fokus pada tiga sektor utama yakni pendidikan, lingkungan, dan UMKM.
#SROI2BersamaSUCOFINDO https://t.co/FzE4bgpFwf",menteri badan usaha milik negara bumn erick thohir mendorong bakti bumn memiliki dampak konkret masyarakat program tanggung sosial lingkungan fokus sektor utama pendidikan lingkungan umkm sroi bersamasucofindo
"Jay mengungkapkan BUMN merupakan salah satu lokomotif perekonomian Indonesia. Terutama di segmen UMKM, Jay menyoroti peran PT Bank Rakyat Indonesia (Persero) Tbk sebagai pemain utama yang mampu memberdayakan UMKM Indonesia.
#BRIDukungG20",jay bumn salah lokomotif perekonomian indonesia segmen umkm jay menyoroti peran pt bank rakyat indonesia persero tbk pemain utama memberdayakan umkm indonesia bridukungg
"@msaid_didu Manusia Sampah.....

Waktu menjabat membuat bangkrut, giliran dipecat menggonggong....
Bodohi terus pendukungmu, karena kebodohan adalah keahlianmu....

Sekarang BUMN jauh2 sangat lebih baik daripada jaman kamu menjabat ...",didu manusia sampah menjabat bangkrut giliran dipecat menggonggong bodohi pendukungmu kebodohan keahlianmu bumn jaman menjabat
"Optimalisasi UMKM dan transformasi BUMN sebagai agent of development menjadi sorotan dalam Talkshow “Securing Strong and Sustainable Growth Through MSME Segment” 
#BRIDukungG20",optimalisasi umkm transformasi bumn agent of development sorotan talkshow securing strong and sustainable growth through msme segment bridukungg
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"Berbagai inisiatif yang dilakukan BRI diharapkan dapat menjadi 'perantara' untuk para pelaku UMKM untuk semakin memperluas pangsa pasar. Beberapa program seperti Rumah BUMN, Link UMKM, Pengusaha Muda Brilian hingga UMKM Expo(rt) Brilianpreneur-
#BRIDukungG20",inisiatif bri diharapkan perantara pelaku umkm memperluas pangsa pasar program rumah bumn link umkm pengusaha muda brilian umkm expo rt brilianpreneur bridukungg
"Optimalisasi UMKM dan transformasi BUMN  sebagai agent of development dijadikan sorotan dalam talkshow ""Securing Strong and Sustainable Growth Through MSME Segment” di acara Trade Investment &amp; Industry Working Group (TIIWG) Road to G20: SOE International 
 #BRIDukungG20",optimalisasi umkm transformasi bumn agent of development dijadikan sorotan talkshow securing strong and sustainable growth through msme segment acara trade investment amp industry working group tiiwg road to g soe international bridukungg
"Woyyyy gangguan kok ga beres2, pada tidur makan gaji buta apa ya? CS nya lama, layanan internet busuk. Parah banget ini iconnet..... @erickthohir ini perusahaan BUMN bukan ya pak?",woyyyy gangguan ga beres tidur makan gaji buta ya cs nya layanan internet busuk parah banget iconnet perusahaan bumn ya
"@msaid_didu Saat BUMN beli Freeport Kalian Marah², pas giliran jalan tol dan bandara 'dijual berjangka' ke swasta dalam negeri Kalian bertepuk tangan.",didu bumn beli freeport marah pas giliran jalan tol bandara dijual berjangka swasta negeri bertepuk tangan
"Just info, UMKM merupakan tulang punggung perekonomian Indonesia sehingga perlu terus dioptimalisasi oleh berbagai pihak, termasuk perusahaan BUMN.
#BRIDukungG20 
https://t.co/ble3iljlY4",just info umkm tulang punggung perekonomian indonesia dioptimalisasi perusahaan bumn bridukungg
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/Yh2MwsIl1M",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/BnUcBYTJjH",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
"@kurawa @LionAirID Jangan ngurusin penerbangan swasta urus aja dulu SPBU mitra BUMN,antrian di mana2 isi angin harus bayar
https://t.co/cWLMo1ViYw",ngurusin penerbangan swasta urus aja spbu mitra bumn antrian isi angin bayar
"Kartika Wirjoatmodjo(Vice Minister II State - Owned Enterprises the republic of Indonesia) menanggapi bahwa Indonesia sedang mendorong beberapa super aplikasi. Industri jasa keuangan yang menjadi pusat ekosistem BUMN dan transaksi lain seperti transportasi, logistik, dan lainnya.",kartika wirjoatmodjo vice minister ii state owned enterprises the republic of indonesia menanggapi indonesia mendorong super aplikasi industri jasa keuangan pusat ekosistem bumn transaksi transportasi logistik
"@infoperumnas Sejak 18 maret 2021 KPR sy sdh lunas di Perum Bumi Parung Panjang tp Sertipikat HGB sy sebagian belum juga diterima sampai sekarang,lama diproses &amp; sangat dipersulit.Dimana tanggung jawab dan itikad kalian sbg perusahaan BUMN terhadap Hak Konsumen? @LAPOR1708 @BPKN_RI @KemenBUMN",maret kpr sy sdh lunas perum bumi parung tp sertipikat hgb sy diterima diproses amp dipersulit dimana tanggung itikad sbg perusahaan bumn hak konsumen ri
"Menanggapi hal tersebut, Erick Thohir, Menteri BUMN menyampaikan 4 sektor utama yang akan menjadi sumber pertumbuhan ekonomi Indonesia yaitu Ekonomi Digital, Pertanian, Industri Reatif dan juga Hilirisasi SDA. https://t.co/mEGoiXBKKJ",menanggapi erick thohir menteri bumn sektor utama sumber pertumbuhan ekonomi indonesia ekonomi digital pertanian industri reatif hilirisasi sda
"Tony Blair, Mantan Perdana Menteri Inggris Raya, mengungkapkan BUMN adalah pusat pembangunan bagi Indonesia, jika BUMN berhasil, Indonesia akan berhasil, dan jika tidak Indonesia akan mengalami kemunduran. https://t.co/DTCoQ562LE",tony blair mantan perdana menteri inggris raya bumn pusat pembangunan indonesia bumn berhasil indonesia berhasil indonesia mengalami kemunduran
"@infoperumnas Sejak 18 maret 2021 KPR sy sdh lunas di Perum Bumi Parung Panjang tp Sertipikat HGB sy sebagian belum juga diterima sampai sekarang,lama diproses &amp; sangat dipersulit.Dimana tanggung jawab dan itikad kalian sbg perusahaan BUMN terhadap Hak Konsumen? @LAPOR1708 @BPKN_RI @KemenBUMN",maret kpr sy sdh lunas perum bumi parung tp sertipikat hgb sy diterima diproses amp dipersulit dimana tanggung itikad sbg perusahaan bumn hak konsumen ri
"@infoperumnas Sejak 18 maret 2021 KPR sy sdh lunas di Perum Bumi Parung Panjang tp Sertipikat HGB sy sebagian belum juga diterima sampai sekarang,lama diproses &amp; sangat dipersulit.Dimana tanggung jawab dan itikad kalian sbg perusahaan BUMN terhadap Hak Konsumen? @LAPOR1708 @BPKN_RI @KemenBUMN",maret kpr sy sdh lunas perum bumi parung tp sertipikat hgb sy diterima diproses amp dipersulit dimana tanggung itikad sbg perusahaan bumn hak konsumen ri
